cmc_id,symbol,name,defillama_protocol_slug,defillama_category,stage1_label,stage2_etherscan_check,stage2_dune_check,stage2_defillama_tvl_check,stage2_artemis_check,final_verdict,reason
5015,HEX,HEX,hex,Yield,LOW,n/a (non-EVM or zero TVL),top-holder query run; mechanism is multi-contract/native,"DL 'staking' bucket present (qty ) on Ethereum, but not a single-contract base-token escrow",n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"HEX: 'staking' is internal to the HEX contract (T-shares minted/burned in-contract, not a separate base-token escrow); DL TVL staking bucket reads 0 now -- no reconstructable single-escrow series"
5103,IPX,Tachyon Protocol,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,IPX is a DEX/exchange token; governance is delegation/farming/off-chain Snapshot -- DeFiLlama shows no single-contract base-token staking bucket
5113,SURE,inSure DeFi,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"SURE is a gaming/NFT-ecosystem token; no clean single-contract base-token lock (rewards/farming, not vote-escrow)"
5117,OGN,Origin Protocol,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"OGN is a gaming/NFT-ecosystem token; no clean single-contract base-token lock (rewards/farming, not vote-escrow)"
5190,FLEX,FLEX,coinflex,Yield,LOW,n/a (non-EVM or zero TVL),top-holder query on smartBCH run; single-escrow custody NOT confirmed,"DL 'staking' bucket present (qty ) on smartBCH, but not a single-contract base-token escrow",n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-no-data,"FLEX (CoinFlex): DL staking TVL on smartBCH reads 0 -- defunct exchange token, no reconstructable lock"
5234,DNA,Metaverse Dualchain Network Architecture,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,DNA is a stablecoin/algo-stable/rebase asset: no conviction-locking mechanism (excluded class)
5266,MLK,MiL.k,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,MLK is a utility/infrastructure token (farm); no single-contract base-token staking lock on DeFiLlama or on file
5274,EDG,Edgeware,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"EDG is an L1/L2 chain/gas token; consensus/security staking (if any) is native, not an EVM single-contract token lock"
5279,SOLO,Sologenic,sologenic,Dexs,LOW,n/a (no staking/escrow candidate; protocol governance is delegation/farming/Snapshot),n/a (no single-escrow candidate to reconstruct),cmcId-matched DL protocol (Dexs); chainTvls has NO 'staking' bucket -> no base-token lock tracked,n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,SOLO is a DEX/exchange token; governance is delegation/farming/off-chain Snapshot -- DeFiLlama shows no single-contract base-token staking bucket
5299,HDAO,HyperDAO,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"HDAO is governance-only; vote power is in-wallet delegation/Snapshot, not a base-token escrow"
5354,PEAK,PEAKDEFI,peakdefi,Yield,LOW,top-holder check: no single contract holds the DL-reported staked amount (fails Entry-26),top-holder query on Ethereum run; single-escrow custody NOT confirmed,"DL 'staking' bucket present (qty 156870905.88468) on Ethereum, but not a single-contract base-token escrow",n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-no-data,"PEAK (dormant PeakDeFi): top holder 808M vs DL staked 157M, no single matching escrow -- stale/abandoned staking"
5410,PRQ,PARSIQ,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"PRQ is an L1/L2 chain/gas token; consensus/security staking (if any) is native, not an EVM single-contract token lock"
5429,DEP,DEAPcoin,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,DEP is a DEX/exchange token; governance is delegation/farming/off-chain Snapshot -- DeFiLlama shows no single-contract base-token staking bucket
5488,JST,JUST,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,JST is a lending/CDP token; no single-contract base-token escrow (governance via delegation/Snapshot)
5566,KEEP,Keep Network,keep-network,Cross Chain Bridge,LOW,top-holder check: no single contract holds the DL-reported staked amount (fails Entry-26),top-holder query run; mechanism is multi-contract/native,"DL 'staking' bucket present (qty 11736805.93272) on Ethereum, but not a single-contract base-token escrow",n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"KEEP (Keep Network, merged into Threshold/T): top holder 858M vs DL staked 11.7M; staking migrated to the T token -- legacy KEEP stake not a single live escrow"
5601,STAKE,STAKE,xdai-stake-bridge,Canonical Bridge,LOW,n/a (no staking/escrow candidate; protocol governance is delegation/farming/Snapshot),n/a (no single-escrow candidate to reconstruct),cmcId-matched DL protocol (Canonical Bridge); chainTvls has NO 'staking' bucket -> no base-token lock tracked,n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,STAKE is a bridge/interop token; no single-contract base-token lock
5617,UMA,UMA,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,UMA is a derivatives/perps token; DeFiLlama shows no single-contract base-token staking lock
5631,ORN,Orion,dedust,Dexs,LOW,n/a (non-EVM or zero TVL),top-holder query on TON run; single-escrow custody NOT confirmed,"DL 'staking' bucket present (qty 1763364.15694) on TON, but not a single-contract base-token escrow",n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-no-data,ORN staking surfaces on TON/DeDust per DL (3.0%); outside the free EVM Dune curated method -- needs TON indexing
5690,RENDER,Render,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"RENDER is a gaming/NFT-ecosystem token; no clean single-contract base-token lock (rewards/farming, not vote-escrow)"
5741,DMG,DMM: Governance,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"DMG is governance-only; vote power is in-wallet delegation/Snapshot, not a base-token escrow"
5798,RING,Darwinia Network,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,"RING is a gaming/NFT-ecosystem token; no clean single-contract base-token lock (rewards/farming, not vote-escrow)"
5824,SLP,Smooth Love Potion,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,SLP is a derivatives/perps token; DeFiLlama shows no single-contract base-token staking lock
5829,SWAP,TrustSwap,team-finance,Token Locker,LOW,n/a (no staking/escrow candidate; protocol governance is delegation/farming/Snapshot),n/a (no single-escrow candidate to reconstruct),cmcId-matched DL protocol (Token Locker); chainTvls has NO 'staking' bucket -> no base-token lock tracked,n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,SWAP is a DEX/exchange token; governance is delegation/farming/off-chain Snapshot -- DeFiLlama shows no single-contract base-token staking bucket
5830,NXM,NXM,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,NXM: utility/governance token; no DeFiLlama staking bucket and no single-contract base-token lock identified
5841,NEST,NEST Protocol,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,NEST is a DEX/exchange token; governance is delegation/farming/off-chain Snapshot -- DeFiLlama shows no single-contract base-token staking bucket
5892,ANY,Anyswap,,,NO_ID,no DeFiLlama protocol match (cmcId) AND no contract address on file -- no on-chain identity available to check,n/a (no escrow candidate),no cmcId-matched DeFiLlama protocol (checked live against api.llama.fi/protocols),n/a (Artemis terminal is JS/login-gated; no free per-asset staking data -- Entry 2/14 confirmed live this session),REJECT-mechanism,ANY is a DEX/exchange token; governance is delegation/farming/off-chain Snapshot -- DeFiLlama shows no single-contract base-token staking bucket
